price_reduced_amount,year_built,sold_date,sold_price,lot_sqft,sqft,baths,garage,stories,beds,postal_code,state,city,central_air,central_heat,fireplace,rental_property,energy_efficient,community_security_features,carport,dishwasher,washer_dryer,laundry_room,floor_plan,ensuite,shopping,hardwood_floors,high_ceiling,open_floor_plan,fenced_yard,new_roof,front_porch,groundscare,basement,corner_lot,farm,ranch,forced_air,dining_room,family_room,view,near_outdoors,near_rec_facilities,fancy_kitchen,type_condo,type_land,type_mobile,type_multi_family,type_other,type_single_family,type_townhome,season_autumn,season_summer,season_winter
2500.0,1962,2024-01-12,153000.0,10285.0,1464.0,2,2,1,3,73127,Oklahoma,Oklahoma City,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
0.0,2008,2024-01-12,185000.0,6970.0,1101.0,2,2,1,3,73078,Oklahoma,Piedmont,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
3000.0,1968,2024-01-12,188000.0,6970.0,1269.0,2,2,1,3,73139,Oklahoma,Oklahoma City,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
18000.0,2014,2024-01-12,632500.0,14375.0,3825.0,4,3,2,4,73170,Oklahoma,Oklahoma City,1,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
6000.0,2005,2024-01-12,165000.0,5001.0,952.0,2,1,1,2,73117,Oklahoma,Oklahoma City,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0.0,2017,2024-01-12,320000.0,8398.0,2008.0,2,3,1,3,73064,Oklahoma,Mustang,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
4000.0,2013,2024-01-12,810000.0,305264.0,3001.0,3,4,2,3,73013,Oklahoma,Edmond,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1
5000.0,1984,2024-01-12,220000.0,6970.0,1318.0,2,2,1,3,73170,Oklahoma,Oklahoma City,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
0.0,2008,2024-01-12,1299000.0,28288.0,4398.0,5,4,1,4,73013,Oklahoma,Edmond,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
0.0,1928,2024-01-12,327500.0,8159.0,2018.0,2,2,2,4,73105,Oklahoma,Oklahoma City,1,1,1,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
1900.0,1976,2024-01-12,238000.0,9727.0,1921.0,3,2,2,3,73162,Oklahoma,Oklahoma City,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
