property_id,listing_id,status,list_date,community,open_houses,year_built,baths_3qtr,sold_date,sold_price,baths_full,name,baths_half,lot_sqft,sqft,baths,sub_type,baths_1qtr,garage,stories,beds,type,is_new_construction,is_for_rent,is_subdivision,is_contingent,is_price_reduced,is_pending,is_foreclosure,is_plan,is_coming_soon,is_new_listing,postal_code,state,city,lon,lat,central_air,central_heat,fireplace,single_story,garage_1_or_more,rental_property,community_outdoor_space,energy_efficient,garage_2_or_more,community_golf,community_security_features,golf_course_lot_or_frontage,golf_course_view,recreation_facilities,garage_3_or_more,jack_and_jill_bathroom,golf_course,hoa,carport,dishwasher,washer_dryer,big_lot,maintenance,laundry_room,two_or_more_stories,floor_plan,ensuite,private_courtyard,security,shopping,hardwood_floors,high_ceiling,storm_shelter,handicap_access,views,community_swimming_pool,modern_kitchen,open_kitchen,beautiful_backyard,open_floor_plan,big_yard,fenced_yard,master_bedroom,new_roof,front_porch,outbuilding,swimming_pool,large_kitchen,water_view,lake,groundscare,no_hoa,coffer_ceiling,lake_view,spa_or_hot_tub,basement,updated_kitchen,wrap_around_porch,solar_system,pond,corner_lot,cul_de_sac,vaulted_ceiling,master_suite,farm,private_backyard,granite_kitchen,efficient,park,gated_community,fixer_upper,ranch,big_bathroom,library,smart_homes,greenbelt,river_view,playground,trails,forced_air,investment_opportunity,disability_features,gourmet_kitchen,wooded_land,medicalcare,dining_room,cathedral_ceiling,clubhouse,first_floor_master_bedroom,furniture,large_porch,family_room,view,waterfront,tennis_court,tennis,community_center,private_bathroom,beach,senior_community,screen_porch,well_water,solar_panels,community_gym,community_spa_or_hot_tub,community_clubhouse,community_tennis_court,private_parking,basketball_court,soccer,basketball,open_house,elevator,master_bathroom,den_or_office,rv_parking,hill_or_mountain_view,mountain_view,baseball,pets_allowed,community_elevator,low_hoa,two_master_suites,guest_house,fruit_trees,wine_cellar,ocean_view,city_view,media_room,community_park,rv_or_boat_parking,river_access,theater_room,courtyard_entry,marina,volleyball,guest_parking,exposed_brick,white_kitchen,dual_master_bedroom,community_boat_facilities,kitchen_island,game_room,boat_dock,fenced_courtyard,horse_stables,horse_property,indoor_basketball_court,horse_facilities,outdoor_kitchen,detached_guest_house,equestrian,greenhouse,two_kitchen,community_horse_facilities
8255842397,2960446044,sold,2023-10-11T17:27:19.000000Z,,,1962.0,,2024-01-12,153000.0,2.0,,,10285.0,1464.0,2.0,,,2.0,1.0,3.0,single_family,,,,,False,,,,,False,73127,Oklahoma,Oklahoma City,-97.650051,35.473807,True,True,True,True,True,,True,,True,,,,,,,,,,,True,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7753824018,2962502749,sold,2023-12-13T00:25:51.000000Z,,,2008.0,,2024-01-12,185000.0,2.0,,,6970.0,1101.0,2.0,,,2.0,1.0,3.0,single_family,,,,,,,,,,False,73078,Oklahoma,Piedmont,-97.741536,35.607619,True,True,,True,True,,True,True,True,,,,,,,,,,,True,,,,True,,,,,,True,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8310899358,2962089895,sold,2023-11-30T21:27:08.000000Z,,,1968.0,,2024-01-12,188000.0,2.0,,,6970.0,1269.0,2.0,,,2.0,1.0,3.0,single_family,,,,,False,,,,,False,73139,Oklahoma,Oklahoma City,-97.537055,35.374794,True,True,,True,True,,True,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7170311202,2961297781,sold,2023-11-02T17:27:52.000000Z,,,2014.0,,2024-01-12,632500.0,3.0,,1.0,14375.0,3825.0,4.0,,,3.0,2.0,4.0,single_family,,,,,False,,,,,False,73170,Oklahoma,Oklahoma City,-97.557462,35.332277,True,True,True,,True,,True,,True,,True,,,,True,,,,,True,,True,,True,True,,,,,,True,,True,,,,True,,,,True,,,True,,,True,True,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8754645631,2960688469,sold,2023-10-19T14:26:22.000000Z,,,2005.0,,2024-01-12,165000.0,2.0,,,5001.0,952.0,2.0,,,1.0,1.0,2.0,single_family,,,,,False,,,,,False,73117,Oklahoma,Oklahoma City,-97.424327,35.46952,True,True,,True,True,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,True,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8726859512,2962226639,sold,2023-12-05T02:25:33.000000Z,,,2017.0,,2024-01-12,320000.0,2.0,,,8398.0,2008.0,2.0,,,3.0,1.0,3.0,single_family,,,,,,,,,,False,73064,Oklahoma,Mustang,-97.72216,35.424135,True,True,True,True,True,,True,True,True,,True,,,,True,,,,,True,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7241852365,2959966784,sold,2023-09-25T16:30:21.000000Z,,,2013.0,,2024-01-12,810000.0,3.0,,,305264.0,3001.0,3.0,,,4.0,2.0,3.0,single_family,,,,,False,,,,,False,73013,Oklahoma,Edmond,-97.391432,35.607825,,True,True,,True,,True,,True,,True,,,True,True,,,,,True,,True,,,True,,,,,True,,,True,,,,,,,,,,,,True,,True,,True,,,,,True,True,True,True,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8125196929,2962074638,sold,2023-11-30T14:25:47.000000Z,,,1984.0,,2024-01-12,220000.0,2.0,,,6970.0,1318.0,2.0,,,2.0,1.0,3.0,single_family,,,,,True,,,,,False,73170,Oklahoma,Oklahoma City,-97.522168,35.335219,True,True,True,True,True,,True,,True,,,,,,,,,,,,,,,,,,,,,True,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8351316336,2962771499,sold,2023-12-28T15:26:03.000000Z,,,2008.0,,2024-01-12,1299000.0,4.0,,1.0,28288.0,4398.0,5.0,,,4.0,1.0,4.0,single_family,,,,,,,,,,False,73013,Oklahoma,Edmond,-97.534539,35.632105,,,True,True,True,,True,,True,,True,,,,True,,,,,,,,,True,,,True,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,True,True,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8054613308,2962190591,sold,2023-12-02T20:25:41.000000Z,,,1928.0,,2024-01-12,327500.0,1.0,,1.0,8159.0,2018.0,2.0,,,2.0,2.0,4.0,single_family,,,,,,,,,,False,73105,Oklahoma,Oklahoma City,-97.500264,35.487128,True,True,True,,True,True,True,,True,,True,,,,,,,,,True,,,,,True,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8556489499,2958837032,sold,2023-08-18T15:27:27.000000Z,,,1976.0,,2024-01-12,238000.0,2.0,,1.0,9727.0,1921.0,3.0,,,2.0,2.0,3.0,single_family,,,,,False,,,,,False,73162,Oklahoma,Oklahoma City,-97.650445,35.570237,True,True,True,,True,,True,,True,,,,,,,,,,,True,,,,True,True,True,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7507880814,2961357371,sold,2023-11-04T05:27:03.000000Z,,,1956.0,,2024-01-12,106000.0,1.0,,,7841.0,858.0,1.0,,,1.0,1.0,3.0,single_family,,,,,,,,,,False,73110,Oklahoma,Midwest City,-97.381228,35.472742,,,,True,True,,True,,,,,,,,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9883552096,2957278412,sold,2023-06-30T18:54:27.000000Z,,,2023.0,,2024-01-12,434500.0,2.0,,1.0,10019.0,2147.0,3.0,,,3.0,1.0,3.0,single_family,,,,,,,,,,False,73142,Oklahoma,Oklahoma City,-97.6325,35.621181,True,True,True,True,True,,True,True,True,,,,,,True,,,,,True,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7637181039,2961988436,sold,2023-11-27T21:26:40.000000Z,,,2001.0,,2024-01-12,209000.0,2.0,,,3598.0,1392.0,2.0,,,2.0,1.0,3.0,single_family,,,,,,,,,,False,73120,Oklahoma,Oklahoma City,-97.55955,35.601282,True,True,True,True,True,,True,,True,,True,,,,,,,,,True,,,,True,,,,,,True,,,,,,,True,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7847213817,2962223409,sold,2023-12-04T23:26:06.000000Z,,,1950.0,,2024-01-12,177500.0,1.0,,,6203.0,919.0,1.0,,,1.0,1.0,2.0,single_family,,,,,,,,,,False,73120,Oklahoma,Oklahoma City,-97.554115,35.562637,True,True,,True,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7480938180,2960391412,sold,2023-10-09T22:26:57.000000Z,,,,,2024-01-12,102000.0,,,,273992.0,,0.0,,,,,,land,,,,,,,,,,False,73084,Oklahoma,Spencer,-97.351857,35.540562,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
